frowning,fraʊnɪɳ
virgilia oroboides,vɜdʒɪliɑɔroʊbɔɪdz
debauched,dʌbɔtʃt
western poison oak,wɛstɜnpɔɪzʌnoʊk
angostura,æɳgʌstʊrʌ
trader,treɪdɜ
fomentation,foʊmɛnteɪʃʌn
hinny,hɪni
shortness,ʃɔrtnʌs
coral necklace,kɔrʌlnɛklʌs
ennui,ɛnui
shamash,ʃʌmæʃ
debilitation,dʌbɪlʌteɪʃʌn
divagate,dɪvʌgeɪt
unsettle,ʌnsɛtʌl
lewdly,ludli
flight maneuver,flaɪtmʌnuvɜ
speech therapy,spitʃθɛrʌpi
sinanthropus,sɪnænθrʌpʌs
resplendent,risplɛndʌnt
smallmouthed bass,smɔlmaʊðdbæs
pale ale,peɪlil
picturesquely,pɪktʃɜʌskli
archosargus,ɑrkɑsɑrgʌs
semicircular canal,sɛmisɜkjʌlɜkeɪnʌl
implemental,ɪmplʌmɛntʌl
western diamondback,wɛstɜndaɪmʌndbæk
scomberomorus regalis,skɑmbɛrʌmɜusrɪgɑliz
loranthus,lɔrʌnθuz
flip chart,flɪpkhɑrt
weblike,wɛblaɪk
searchingly,sɜtʃɪɳli
drunk-and-disorderly,drʌɳkændɪsɔrdɜli
o ring,ɜɪɳ
hotelman,hoʊtɛlmʌn
great proletarian cultural revolution,greɪtproʊlʌtɛriʌnkʌltʃɜʌlrɛvʌluʃʌn
haemoproteidae,himʌproʊtʌdaɪ
unpreventable,ʌnprivɛntʌbʌl
hypocreaceae,hɪpʌkrisaɪ
sir terence mervyn rattigan,sɜtɜɛnsmɜvɪnrætɪgʌn
peach-wood,pitʃwʊd
family iridaceae,fæmʌliɪrʌdʌseɪɑ
genus dalbergia,dʒɛnjʌsdælbɜgiʌ
viceregal,vaɪsrigʌl
transportation secretary,trænspɜteɪʃʌnsɛkrɪtɛri
epanaphora,ɛpʌnæfɜʌ
fission bomb,fɪʃʌnbɑm
spleenwort,splinwɜt
astronomical unit,æstrʌnɑmɪkʌlʌnɪt
landing flap,lændɪɳflæp
deglaze,dɛgleɪz
aspalathus cedcarbergensis,æspʌlæθʌsɛdkɑrbɜdʒɛnsʌs
data track,deɪtʌtræk
bauhinia monandra,bɑhɪniʌmoʊnɑndrʌ
peachy-colored,pitʃɪkʌlɜd
lamb roast,læmbroʊst
buckyball,bʌkibɔl
summer hyacinth,sʌmɜhaɪʌsɪnθ
cupidity,kjupɪdɪti
family spirulidae,fæmʌlispɪrulɪdeɪ
nonrenewable,nɑnrinuʌbʌl
aggregator,ægrʌgeɪtɜ
black rock desert,blækrɑkdʌsɜt
marbleization,mɑrbʌlʌzeɪʃʌn
slapshot,slæpʃɑt
exsert,ɛksɜt
phasmatidae,feɪzmætɪdeɪ
oppression,ʌprɛʃʌn
puller,pʊlɜ
offenceless,ʌfɛnslʌs
pullet,pʊlʌt
ixodes pacificus,ɪksʌdɛspʌsɪfɪkʌs
menticirrhus saxatilis,mɛntitʃɜusæksʌtɪlʌs
pulley,pʊli
rutherford birchard hayes,rʌθɜfɜdbɜtʃɜdheɪz
preschooler,priskulɜ
u.s. government,ʌsgʌvɜnmʌnt
western wood pewee,wɛstɜnwʊdpɛwi
romanticist,roʊmæntʌsʌst
highchair,haɪtʃɛr
aglaomorpha,ʌglɑoʊmɔrfʌ
riser pipeline,rɪsɛrpaɪplaɪn
romanticism,roʊmæntʌsɪzʌm
sheet lighting,ʃitlaɪtɪɳ
william richard morris,wɪljʌmrɪtʃɑrdmɔrʌs
romanticise,roʊmæntʌsʌs
overshoot,oʊvɜʃut
ill-fated,ɪlfeɪtɪd
magnoliid dicot family,mægnoʊljɪdɪkɑtfæmʌli
yearbook,jɪrbʊk
recrimination,rɪkrɪmɪneɪʃʌn
underdone,ʌndɜdʌn
king of france,kɪɳɔfrʌns
binomial distribution,baɪnoʊmiʌldɪstrʌbjuʃʌn
medieval greek,mɪdivʌlgrik
bisayan,bɪsɑjɑn
bisayas,baɪsaɪʌs
ch'in,tʃæn
fausto paolo sozzini,fɔstɑpaʊloʊsoʊtsini
spotted coral root,spɑtɪdkɔrɑlrut
exarch,ɛksɜtʃ
order phasmida,ɔrdɜfʌsmidʌ
consent,kʌnsɛnt
unsnarled,ʌnsnɑrld
behaviorism,bɪheɪvjɜɪzʌm
unit cost,junɪtkɔst
cannulate,kænjʌleɪt
meloid,mɛlɔɪd
carcharhinus obscurus,kɑrtʃɜhɪnʌsʌbskjʊrʌs
grand jury,grændʒʊri
thulium,θuliʌm
behaviorist,bɪheɪvjɜɪst
activation,æktɪveɪʃʌn
give out,gɪvaʊt
long-spurred violet,lɔɳspɜrɛdvaɪʌlɪt
ticket-of-leave,tɪkʌtoʊfliv
black mallee,blækmæli
glareola,glɛriɑlʌ
issachar,ɪsʌkɑr
scamper,skæmpɜ
ariadne,ɛriædni
bouteloua,butɪluʌ
hygroton,haɪgrɑtʌn
commercial credit,kʌmɜʃʌlkrɛdɪt
glareole,glɛrioʊl
barterer,bɑrtɜɜ
patrol ship,pʌtroʊlʃɪp
decalogue,dikælɔg
mitford,mɪtfɜd
quince bush,kwɪnsbʊʃ
hystricomorpha,haɪstrɪkʌmɔrfʌ
vicia sepium,vitʃiʌsɛpiʌm
family sapotaceae,fæmʌlisæpoʊteɪʃʌ
enumerate,ɪnumɜeɪt
vernier scale,vɜnɪrskeɪl
law of definite proportions,lɔvdɛfʌnʌtprʌpɔrʃʌnz
searchlight,sɜtʃlaɪt
tarred-and-feathered,tɑrdændfɛðɜd
carinal,kɛrʌnʌl
sit by,sɪtbi
alpha methyl dopa,ælfʌmɛθʌldoʊpʌ
sol rojo,soʊlroʊdʒoʊ
sauvignon blanc,sɔvɪnjɑnblæɳk
squishy,skwɪʃi
bagpiper,bægpaɪpɜ
distal,dɪstʌl
genus dianthus,dʒɛnjʌsdiʌnθuz
tights,taɪts
styptic weed,stɪptɪkwid
biotechnology,baɪoʊtɛknɑlʌdʒi
smaller,smɔlɜ
car seat,kɑrsit
morse code,mɔrskoʊd
walloping,wɔlʌpɪɳ
smalley,smɑli
go over,guvɜ
neutering,nutɜɪɳ
pragmatical,prægmætɪkʌl
hexanchus,hɛksʌntʃʌs
volvaria,voʊlvɑriʌ
forehand drive,fɔrhænddraɪv
dahlia pinnata,dæljʌpɪnɑtʌ
remittance man,rimɪtʌnsmʌn
social class,soʊʃʌlklæs
aggregated,ægrʌgeɪtɪd
latter-day saint,lætɜdeɪseɪnt
napoleon i,nʌpoʊliʌni
anglicization,æɳlɪsaɪzeɪʃʌn
melody,mɛlʌdi
canvasback duck,kænvʌsbækdʌk
buckeye,bʌkaɪ
cannae,kɑnaɪ
direct mail,dɜɛktmeɪl
elymus hispidus,ɪlɪmʌʃɪspɪdɪs
pineapple family,paɪnæpʌlfæmʌli
banian tree,bænjʌntri
leak fungus,likfʌɳgʌs
animated,ænʌmeɪtɪd
mop-headed,mɑphɛdɪd
air jacket,ɛrdʒækɪt
siluriform fish,sɪlʊrʌfɔrmfɪʃ
true puffball,trupʌfbɔl
cytomembrane,saɪtʌmɛmbreɪn
informatory,ɪnfɔrmʌtɔri
quantitatively,kwɑntɪteɪtʌvli
chiasmatic,tʃiæzmætɪk
centner,sɛntnɜ
accommodate,ʌkɑmʌdeɪt
angelica sylvestris,ændʒɛlɪkʌzilveɪstrɪs
hedonic,hʌdɑnɪk
activating,æktʌveɪtɪɳ
gray area,greɪɜiʌ
cananga,kʌnɑɳgʌ
academic robe,ækʌdɛmɪkroʊb
home-builder,hoʊmbɪldɜ
proud flesh,praʊdflɛʃ
squandering,skwɑndɜɪɳ
rugby football,rʌgbifʊtbɔl
stenotaphrum,stɛnʌtæfrʌm
slender-tailed meerkat,slɛndɜteɪldmiɜkæt
genus seseli,dʒɛnʌsɪzli
spore case,spɔrkeɪs
dactyl,dæktɪl
erythronium albidum,ɛrɪθroʊniʌmɑlbʌdʌm
normal curve,nɔrmʌlkɜv
otto meyerhof,ɑtʌmaɪɜhɔf
door-to-door,dɔrtʌdɔr
eldest hand,ɛldʌsthænd
movement,muvmʌnt
hydrangea petiolaris,haɪdreɪndʒʌpɛtioʊlɛrɪs
natural action,nætʃɜʌlækʃʌn
close-order drill,klɑziɔrdɜdrɪl
juglans californica,dʒʌglænskælʌfɔrnɪkʌ
viceroy,vaɪsrɔɪ
eumeces skiltonianus,jumʌsɛskɪltoʊniʌnʌs
school bell,skulbɛl
fishing worm,fɪʃɪɳwɜm
tibia vara,tɪbiʌvɑrʌ
bridge hand,brɪdʒhænd
electron spin resonance,ɪlɛktrʌnspɪnrɛzʌnʌns
marking ink,mɑrkɪɳɪɳk
agrobacterium,ægroʊbæktɪriʌm
genus alcedo,dʒɛnjʌsɑltʃeɪdoʊ
well-educated,wɛlɛdʒʌkeɪtɪd
nemesis,nɛmʌsɪs
implemented,ɪmplʌmɛntɪd
inchoative,ɪnkoʊʌtɪv
retouch,ritʌtʃ
experimental extinction,ɪkspɛrʌmɛntʌlɛkstɪɳkʃʌn
macaulay,mʌkɔli
perianth,pɛriænθ
sit in,sɪtɪn
abhorrence,ʌbhɔrʌns
wedding dress,wɛdɪɳdrɛs
underemployed,ʌndɜɪmplɔɪd
polymath,pɑlimɑθ
inequitably,ɪnɛkwʌtʌbli
death cap,dɛθkæp
tenebrous,tɛnʌbrʌs
naval attache,nɑvɑlʌtætʃ
assimilable,ʌsɪmʌlʌbʌl
supping,sʌpɪɳ
belowground,bɪloʊgraʊnd
ruby-crowned wren,rubikraʊndrn
cannes,kænz
listeriosis,lɪstɜioʊsʌs
sam snead,sæmsnid
delonix,dʌlɔnɪks
dwarf flowering almond,dwɔrfflaʊɜɪɳɔlmʌnd
inequitable,ɪnɛkwʌtʌbʌl
archimedes,ɑrkʌmidiz
wrestling ring,rɛslɪɳrɪɳ
family tamaricaceae,fæmʌlʌtʌmɛrʌkʌseɪɑ
ladanum,lɑdʌnʌm
battle of caporetto,bætʌlvkʌpɔrɛtoʊ
three-seeded mercury,θrisidɪdmɜkʊri
chronic glaucoma,krɑnɪkglɔkoʊmʌ
one by one,oʊnbjɔn
canned,kænd
climatical,klaɪmætɪkʌl
chaetodipterus,tʃeɪtʌdɪptɜʌs
unselected,ʌnsʌlɛktɪd
new zealand,nuzilʌnd
unsalted,ʌnsɔltɪd
pro re nata,proʊrinɑtʌ
parathion,pɜæθiɔn
malignant tumor,mʌlɪgnʌnttumɜ
hee-haw,hihaʊ
undermine,ʌndɜmaɪn
reelection,riɪlɛkʃʌn
san jose scale,sændʒoʊzʌskeɪl
television receiver,tɛlʌvɪʒʌnrɪsivɜ
capital of new hampshire,kæpɪtʌlɑfnuæmpʃɜ
cornaceae,kɔrnɑseɪɑ
louden,laʊdʌn
faeroe islands,fɛroʊislʌndz
inpatient,ɪnpeɪʃʌnt
phonologic,foʊnʌlɑdʒɪk
distil,dɪstɪl
wild-eyed,waɪldid
genus oxyuranus,dʒɛnjʌsɑksiʊrʌnʌs
head register,hɛdrɛdʒɪstɜ
synchytrium endobioticum,sɪɳkaɪtriʌmɛndoʊbiɑtɪkʌm
bulgur,bʌlgɜ
local area network,loʊkælɜinɛtwɜk
voiceless consonant,vɔɪslʌskɑnsʌnʌnt
chloropicrin,klɔrʌpɪkrɪn
potency,poʊtʌnsi
sao goncalo,seɪoʊgoʊnkɑloʊ
microscopic field,maɪkrʌskɑpɪkfild
quadrigesima sunday,kwɑdrʌgɛsɪmʌsʌndeɪ
olea cunninghamii,oʊliækʌnɪɳhæmii
bass horn,bæshɜn
dichotomy,daɪkɑtʌmi
sedative-hypnotic,sɛdʌtɪvhaɪpnɑtɪk
ecstatic state,ɛkstætɪksteɪt
lindera,lɪndɛrʌ
clearcutness,klɪrkʌtnʌs
ederle,ɛdɜʌl
hirer,haɪɜɜ
calligrapher,kʌlɪgrʌfɜ
corypha umbraculifera,kɜɪfaʊmbrækjulɪfɪrʌ
potence,poʊtʌns
hired,haɪɜd
black maria,blækmɑriʌ
sweater,swɛtɜ
conterminous,kɑntɜmʌnʌs
munchausen's syndrome,mʌntʃaʊzɪnsɪndroʊm
amebous,æmʌbʌs
athanasianism,æθʌneɪziʌnɪzʌm
eastern chimpanzee,istɜntʃɪmpænzi
one-way,oʊnweɪ
subclass synapsida,sʌbklæssɪæpsaɪdʌ
rebecca rolfe,rʌbɛkɜoʊlf
muntjac,mʌntdʒæk
oil of vitriol,ɔɪloʊfvɪtriʌl
david roland smith,deɪvɪdrʌlændsmɪθ
succeeder,sʌksidɜ
hotdog bun,hɑtdɔgbʌn
simple fruit,sɪmpʌlfrut
hampton,hæmptʌn
sir paul gavrilovich vinogradoff,sɜpɔlgævrɪlɑvɪtʃvɪnʌgrædɔf
lolita,loʊlitʌ
medicament,mɪdɪkʌmʌnt
quondam,kwɔndʌm
entrails,ɛntrʌlz
setaria,sɛtɑriʌ
narrow-mindedly,nɛroʊmaɪndɪdli
a few,ʌfju
genus peronospora,dʒinʌspɛrʌnɔspɜʌ
lolium,loʊliʌm
pickerelweed,pɪkɜʌlwid
spreader,sprɛdɜ
genus fucus,dʒɛnjʌsfjukʌs
woolly bear,wʊlibɛr
trolley,trɑli
lempira,lɛmpɪrʌ
water plant,wɔtɜplænt
aleurites fordii,ʌlurɪtɛsfɜdii
hourglass-shaped,aʊɜglæsʃeɪpt
logogram,lɔgʌgræm
anise hyssop,ænʌsiɪsʌp
regularize,rɛgjʌlɜaɪz
conformance,kʌnfɔrmʌns
dibber,dɪbɜ
darky,dɑrki
gobbler,gɑbʌlɜ
vapor pressure,veɪpɜprɛʃɜ
gen x,dʒɛɳks
troller,troʊlɜ
ernestine schumann-heink,ɜnɪstinɛʃumænhaɪɳk
biotypic,baɪʌtɪpɪk
animator,ænʌmeɪtɜ
genus cortaderia,dʒɛnjʌskɔrtʌdɛriʌ
kingdom plantae,kɪɳdʌmplæntaɪ
department of economics,dɪpɑrtmɛntoʊfɛkʌnɑmɪks
anyways,ɛniweɪz
genus parthenium,dʒinʌspɑrθɛniʌm
bookend,bʊkɛnd
festering,fɛstɜɪɳ
avoirdupois unit,ʌvɔɪrdʌpwɑjunɪt
pharaoh,fɛroʊ
orectolobidae,ɔrɛktʌloʊbɪdeɪ
louche,luʃ
starkness,stɑrknɪs
foresightful,fɔrsaɪtfʌl
self-importance,sɛlfɪmpɔrtʌns
anthonomus grandis,ænθɔnʌmjuzgrændɪs
forewarn,fɔrwɔrn
staple gun,steɪpʌlgʌn
unliveable,ʌnlɪvʌbʌl
logistic assistance,lʌdʒɪstɪkʌsɪstʌns
statistic,stʌtɪstɪk
fanconi's anaemia,fænkoʊniaɪzʌnimiʌ
old man of the mountain,oʊldmʌnɑfθʌmaʊntɪn
body mass index,bɑdimæsɪndɛks
short-grass,ʃɔrtgræs
bullet hole,bʊlʌthoʊl
old squaw,oʊldskwɔ
zoom along,zumʌlɔɳ
145th,ɛffɔɪvθ
federal judiciary,fɛdɜʌldʒʌdɪʃiɛri
equivocalness,ɪkwɪvʌkʌlnɛs
bulgur pilaf,bʌlgɜpilɑf
icecream,ɪsʌkrim
backhoe,bækhoʊ
protoctist order,proʊtʌktɪstɔrdɜ
vice chairman,vɪsɛtʃɛrmʌn
abatement,ʌbeɪtmʌnt
limpid,lɪmpɪd
jyaistha,dʒeɪðʌ
saint nicholas,seɪntnɪklʌs
abolish,ʌbɑlɪʃ
mason and dixon's line,meɪsʌnændɪksʌnʌzlʌn
remotion,rɪmoʊʃʌn
limpet,lɪmpʌt
family cunoniaceae,fæmʌlikjunoʊniɑtʃeɪɑ
limper,lɪmpɜ
decigram,dɛsʌgræm
hatband,hætbænd
melicocca,mɛlɪkoʊkʌ
woodcut,wʊdkʌt
germicidal,dʒɜmʌsaɪdʌl
perodicticus,pɛrʌdaɪtʌkʌs
dostoevski,dɔstoʊvski
genus thunnus,dʒɛnjʌsθʌnɪs
inverted hang,ɪnvɜtʌdhæɳ
lithuresis,lɪθjʊrʌsɪs
napkin ring,næpkɪnrɪɳ
oceanites oceanicus,oʊʃʌnaɪtzoʊʃiænɪkʌs
clapboard,klæpbɔrd
violator,vaɪʌleɪtɜ
arabian gulf,ʌreɪbiʌngʌlf
disclike,dɪsklaɪk
arapahoe,ɜæpʌhoʊ
dostoevsky,dɔstoʊvski
hectare,hɛktɑr
moss animal,moʊsænʌmʌl
wild peanut,waɪldpinʌt
comicality,kɑmɪkælʌti
inflator,ɪnfleɪtɜ
unprovided for,ʌnprʌvaɪdɪdfɜ
calligraphic,kælʌgræfɪk
blazing,bleɪzɪɳ
biochemical mechanism,baɪoʊkɛmʌkʌlmɛkʌnɪzʌm
eupnoea,jupnoʊiʌ
funereal,funɪriʌl
creaminess,kriminʌs
gray catbird,greɪkætbɜd
mesothelium,mɛsʌθiliʌm
champion lode,tʃæmpiʌnloʊd
lymphoid tissue,lɪmfɔɪdtɪʃu
taxidermist,tæksʌdɜmʌst
genus ploceus,dʒɛnjʌsplʌsiʌs
death cup,dɛθkʌp
eggbeater,ɛgbitɜ
faery,fɛri
antiredeposition,æntirɪdɛpʌzɪʃʌn
audited account,ɔdɪtɪdʌkaʊnt
kainogenesis,keɪnoʊdʒɛnʌsʌs
oppressive,ʌprɛsɪv
dibble,dɪbʌl
letter case,lɛtɜkeɪs
hard solder,hɑrdsoʊldɜ
carry over,kɛrjoʊvɜ
limply,lɪmpli
finesse,fɪnɛs
reorganised,riɔrgʌnaɪzd
adulterer,ʌdʌltɜɜ
pelecaniformes,pɛlʌkænɪfɔrmz
feast of weeks,fistʌfwiks
arteria temporalis intermedia,ɑrtɪriʌtɛmpɜʌlɪsɪntɜmidiʌ
ungummed,ʌngʌmd
bad hat,bɑdʌt
capital of northern ireland,kæpɪtʌlɑfnɔrðɜnɪrlʌnd
authentically,ɔθɛntɪkli
lithocarpus densiflorus,lɪθʌkɑrpʊsdʌnsɪflɔrʌs
common birch,kɑmʌnbɜtʃ
annalist,ænʌlɪst
flodden,flɑdʌn
paper chain,peɪpɜkaɪn
trespassing,trɛspæsɪɳ
aide-memoire,eɪdimɛmwɑr
first sacker,fɜstsʌkɜ
sea change,sikeɪndʒ
call back,kɔlbæk
service ceiling,sɜvɪskaɪlɪɳ
algebraic number,ældʒʌbreɪɪknʌmbɜ
spring scale,sprɪɳskeɪl
interrogatively,ɪntɛrɑgʌtɪvli
humblebee,hʌmbʌlbi
west-central,wɛsttʃɛntrʌl
occupational group,ɑkjʌpeɪʃʌnælgrup
pulmonary reserve,pʊlmʌnɛrirʌzɜv
auxetic,ɑgzɛtɪk
cabotage,kæbʌtɪdʒ
pay rate,peɪrʌt
sir walter raleigh,sɜwɔltɜreɪli
mephenytoin,mɛfʌnʌtoʊʌn
prunus persica,prunʌspɜsɪkʌ
sunstruck,sʌnstrʌk
family lemuridae,fæmʌlilɪmʊrʌdaɪ
grim reaper,grɪmrɛpɜ
earning per share,ɜnɪɳpɜʃɛr
dinnertime,dɪnɜtaɪm
pinyon,pɪnjʌn
momentarily,moʊmʌntɛrʌli
harriman,hɛrɪmʌn
patent of invention,pætʌntʌfɪnvɛnʃʌn
tailless,teɪlʌs
betula leutea,bitʌlʌlutiʌ
persistently,pɜsɪstʌntli
red-lead putty,rɛdlɛdpʌti
underframe,ʌndɜfreɪm
broodmare,brudmɛr
double-bass,dʌbʌlbæs
statesmanlike,stʌtɛsmʌnlaɪk
drunkenly,drʌɳkʌnli
badger dog,bædʒɜdɔg
radio emission,reɪdioʊmɪʃʌn
prepare for,pripɛrfɔr
cervus unicolor,sɛrvʌsunɪkʌlɜ
factor x,fæktɜ
morning coat,mɔrnɪɳkoʊt
factor v,fæktɜv
campanula rotundifolia,kɑmpɑnulɑroʊtʌndɪfoʊliʌ
lace bug,leɪsbʌg
factor i,fʌktɔri
dish out,dɪsaʊt
cow parsley,kaʊpɑrsli
tumult,tumʌlt
epilachna,ɛpʌlætʃnʌ
time of origin,tɪmiʌfɜɪdʒʌn
stellaria,stɛlɑriʌ
tracer,treɪsɜ
steroid hormone,stɜɔɪdhɔrmoʊn
long-sufferance,lɔɳsʌfɜʌns
poisonous plant,pɔɪzʌnʌsplænt
sidney webb,sɪdniwɛb
romanticize,roʊmæntʌsaɪz
pericallis,pɛrʌkælɪs
soviet socialist republic,soʊviɛtsoʊʃʌlistrɛpʌblɪk
aspergillales,æspɜgʌleɪlz
tetrachloride,tɛtræklɔraɪd
governor's race,gʌvɜnɜzreɪs
freshener,frɛʃʌnɜ
mayan language,maɪʌnlæɳgwʌdʒ
chamaea,tʃæmiʌ
auriscope,ɑrʌskoʊp
bay stater,beɪsteɪtɜ
doric dialect,dɔrɪkdʌlɛkt
alisma plantago-aquatica,ælɪsmæplæntægʌʌkwɑtɪkʌ
touchwood,tʌtʃwʊd
car manufacturer,kɑrmænjʌfæktʃɜɜ
daraf,dærʌf
egg cream,ɛgkrim
monocarpic,mɑnʌkɑrpɪk
cotacachi,koʊtʌkɑtʃi
depiction,dɪpɪkʃʌn
genus sobralia,dʒɛnʌsʌbrɑliʌ
bald-faced,bɔldfeɪst
onshore,ɑnʃɔr
amount,ʌmaʊnt
vicia villosa,vɪʃʌvɪloʊsʌ
analogue computer,ænʌlɔgkʌmpjutɜ
spellbind,spɛlbaɪnd
cephalopoda,sɛfʌlʌpɑdʌ
modern ballet,mɑdɜnbælɪt
kaposi's varicelliform eruption,kʌpoʊsizvɛritʃɛlʌfɔrmɜʌpʃʌn
range finder,reɪndʒfaɪndɜ
baycol,beɪkɑl
fruitfully,frutfʌli
man in the street,mænɪnθʌstrit
subclass lepidosauria,sʌbklæslʌpɪdʌsɔriʌ
water chestnut,wɔtɜktʃɛsnʌt
depicting,dɪpɪktɪɳ
george bernard shaw,dʒɔrdʒɪbɜnɑrdʃɔ
vanguard,vængɑrd
genus triga,dʒinʌstrigʌ
intoxicated,ɪntɑksʌkeɪtɪd
muhammedan,mʊhɑmɛdʌn
anticlimactical,æntiklaɪmæktɪkʌl
wobbler,wɑbʌlɜ
christen,krɪsʌn
film making,fɪlmeɪkɪɳ
jomada i,dʒɑmʌdɑi
alienate,eɪliʌneɪt
genus isoetes,dʒɛnjʌsisoʊtiz
dynamite,daɪnʌmaɪt
homecoming,hoʊmkʌmɪɳ
pershing,pɜʃɪɳ
pretoria,pritɔriʌ
disjoint,dɪsdʒɔɪnt
regional anatomy,ridʒʌnʌlʌnætʌmi
poltroon,poʊltrun
megaton bomb,mɛgʌtʌnbɑm
lavender cotton,lævʌndɜkɑtʌn
violated,vaɪʌleɪtɪd
coup de theatre,kupdiθieɪtɜ
hippo,hɪpoʊ
self-employed person,sɛlfɪmplɔɪdpɜsʌn
bacon-lettuce-tomato sandwich,beɪkʌnlɛtʌsitʌmætʌsændwɪtʃ
limosa,lɪmoʊsʌ
floridly,flɔrʌdli
pierre athanase larousse,pɪrɛθʌneɪslɜus
infarct,ɪnfɑrkt
tonic key,tɑnɪki
republic of ghana,ripʌblɪkɔfgænʌ
ringlet butterfly,rɪɳgʌltbʌtɜflaɪ
hippy,hɪpi
paper chase,peɪpɜtʃeɪs
steady state theory,stɛdisteɪtɛθiɜi
malpighian corpuscle,mælpigiænkɔrpʌskʌl
prunus persica nectarina,prunʌspɜsikɑnɛktɜinʌ
a posteriori,ʌpɑstɪrjɜi
cargo vessel,kɑrgoʊvɛsʌl
three-piece,θripis
unsusceptibility,ʌnsʌsɛptʌbɪlʌti
fourth stomach,fɔrθstoʊmʌk
dean,din
screen background,skrinbækgraʊnd
dibbuk,dɪbʌk
deal,dil
jidda,dʒɪdʌ
john barleycorn,dʒɑnbɑrlikɔrn
vulturous,vʌltʃɜʌs
deaf,dɛf
dead,dɛd
ramipril,ræmɪprʌl
apotropaic,ʌpɑtrʌpeɪɪk
unchaste,ʌntʃeɪst
genus chorizema,dʒɛnjʌskɜaɪzmɑ
log cabin,lɔgkæbɪn
conferva,kɑnfɜvʌ
genus synercus,dʒɛnʌsinɛrkʌs
effectual,ɪfɛktʃuʌl
adamantine,ædʌmʌntaɪn
dear,dɪr
june bug,dʒunbʌg
stone-deaf,stoʊndif
stone-dead,stoʊndɛd
richardson,rɪtʃɜdsʌn
university of pennsylvania,junʌvɜsʌtiɑfpɛnsʌlveɪnjʌ
article of commerce,ɑrtʌkʌlʌvkɑmɜs
french bean,frɛntʃbiʌn
muscivora-forficata,mʌsɪvɜʌfɔrfikɑtʌ
well behaved,wɛlbʌheɪvd
planetary,plænʌtɛri
lenity,lɛnʌti
as it were,æzɪtwɜ
westernmost,wɛstɜnmoʊst
decanoic acid,dɪkɑnoʊʌkæsʌd
denigrating,dɛnɪgreɪtɪɳ
deco,dɛkoʊ
superhuman,supɜhjumʌn
deck,dɛk
demythologized,dɪmaɪθɑlʌdʒaɪzd
fere phenomenon,fɜɛfʌnɑmʌnɑn
diapsida,daɪæpsɪdʌ
bushwhack,bʊʃwæk
allegheny vine,ælʌgeɪnivaɪn
come into,koʊmeɪntoʊ
oujda,aʊʒdʌ
faddy,fædi
manzanilla,mænzʌnɪlʌ
rheims-douay bible,raɪmzdaeɪbɪbʌl
yellowish pink,jɛloʊɪʃpɪɳk
off-line operation,ɔflɪnioʊpɜeɪʃʌn
six-gun,sɪksgʌn
faded,feɪdʌd
denigration,dɛnɪgreɪʃʌn
asheville,æʃvɪl
brainpower,breɪnpaʊɜ
garbage disposal,gɑrbɪdʒidɪspoʊzʌl
capably,keɪpʌbli
stoppard,stɑpɜd
steller's sea cow,stɛlɜzzɪkaʊ
eucharistic liturgy,jukɜɪstɪklʌtɜdʒi
genus chlamydosaurus,dʒɛnjʌʃlæmaɪdʌsɔrʌs
rocco marciano,rɑkoʊmɑrtʃiɑnoʊ
suspicious,sʌspɪʃʌs
tripleurospermum tchihatchewii,trɪpʌlʊrɑspɜmʌmtʃɪhætʃʌwi
metric space,mɛtrɪkspeɪs
shrovetide,ʃrɑvʌtaɪd
viscidly,vɪsɪdli
john hancock,dʒɑnhænkɑk
quaver,kweɪvɜ
bachelor of science in engineering,bætʃlɜɑfsaɪʌnsaɪnʌndʒʌnɪrɪɳ
christie,krɪsti
debs,dɛbz
debt,dɛt
mail train,meɪltreɪn
in advance,ɪnʌdvæns
ballistic pendulum,bʌlɪstɪkpɛndʒʌlʌm
coefficient of reflection,koʊʌfɪʃʌntʌfrɪflɛkʃʌn
baptist denomination,bæptʌstdɪnɑmʌneɪʃʌn
deer,dɪr
swiss pine,swɪspaɪn
casuaridae,kæʒʌwʌrʌdaɪ
deep,dip
austrian capital,ɔstriʌnkæpɪtʌl
spinning wheel,spɪnɪɳwil
nasalis larvatus,nʌsælʌslɑrvʌtʌs
ozark sundrops,oʊzɑrksʌndrɑps
deem,dim
ichthyosauridae,aɪkθaɪʌsɔrʌdaɪ
iowa crab apple,aɪʌwʌkrʌbæpʌl
private corporation,praɪvʌtkɔrpɜeɪʃʌn
pyroligneous acid,pɪrʌlɪgniʌsæsʌd
dynamize,daɪnʌmaɪz
capable,keɪpʌbʌl
caesar,sizɜ
john von neumann,dʒɑnvɑnjumʌn
deed,did
amboyna pine,æmbɔɪnʌpaɪn
ectomorphy,ɛktʌmɔrfi
northeastward,nɔrθistwɜd
tunefully,tunfʌli
stock dividend,stɑkdɪvɪdɛnd
jarrell,jɑreɪl
genus stictopelia,dʒɛnjʌstiktʌpiljʌ
carioca,kɛrioʊkʌ
longleaf pine,lɔɳlifpaɪn
uncomprehending,ʌnkɑmprɪhɛndɪɳ
authority figure,ʌθɔrɪtifɪgjɜ
living,lɪvɪɳ
nonsteroidal anti-inflammatory,nɑnstɛrɔɪdʌlɑntinflæmʌtɔri
celestial guidance,sʌlɛstʃʌlgaɪdʌns
express-mail,ɪksprɛsmeɪl
assuring,ʌʃʊrɪɳ
inimical,ɪnɪmɪkʌl
striate,strieɪt
leechlike,litʃlaɪk
